word,CEFR_level,pos
friendship,A2,noun
frigate,B2,noun
fright,B1,noun
frighten,A2,verb
frightened,A2,adjective
frightening,A2,adjective
frog,A1,noun
from,A1,preposition
front,A1,adjective
front,A2,noun
frontier,B2,noun
frost,B1,noun
frozen,B1,adjective
frugal,B2,adjective
fruit,A1,noun
frustrated,B1,adjective
frustration,B1,noun
fry,A2,noun
fry,B1,verb
frying pan,B1,noun
fuel,B1,noun
fulfill/fulfil,B2,verb
full,A1,adjective
full stop,B1,noun
full-time,B1,adjective
full-time,B1,adverb
fully,A2,adverb
fume,B2,noun
fun,A1,adjective
fun,A1,noun
function,B1,noun
function,A2,verb
functional,B2,adjective
functionality,B2,noun
fund,B1,noun
fund,B1,verb
fundamental,B2,adjective
funeral,B1,noun
funk,B2,noun
funky,B2,adjective
funny,A1,adjective
fur,B1,noun
furious,B2,adjective
furiously,B2,adverb
furnish,B1,verb
furniture,A2,noun
furor/furore,B2,noun
further,A2,adjective
further,B1,adverb
furthermore,B1,adverb
furthest,B1,adverb
fuss,B1,noun
future,B1,adjective
future,A1,noun
gaiety,B2,noun
gain,B1,noun
gain,B1,verb
gall,B1,noun
gallery,A2,noun
gallon,B1,noun
gambling,B2,noun
game,A1,noun
gang,B2,noun
gangster,B2,noun
gap,B1,noun
garage,A2,noun
garbage,A1,noun
garden,A1,noun
gardener,B2,noun
gardening,B1,noun
garlic,A2,noun
garment,B1,noun
gas,A2,noun
gasp,B2,noun
gate,A2,noun
gateway,B2,noun
gather,A2,verb
gaudy,B2,adjective
gay,B1,adjective
gaze,B2,noun
gear,B2,noun
gee,B1,interjection
gender,A2,noun
gene,B1,noun
general,B1,adjective
general,B1,noun
generalization/generalisation,B2,noun
generalize/generalise,B2,verb
generally,B1,adverb
generate,B1,verb
generation,A2,noun
generosity,B2,noun
generous,B1,adjective
generously,B2,adverb
genetic,B1,adjective
genetically,B1,adverb
genetics,B1,noun
genius,B2,noun
genre,B2,noun
gentle,A2,adjective
gentleman,B1,noun
gently,B2,adverb
genuine,B2,adjective
genuinely,B2,adverb
geographic,B2,adjective
geographical,B1,adjective
geography,B1,noun
geology,B1,noun
germ,B2,noun
gesture,B1,noun
get,A1,verb
getaway,B2,noun
ghetto,B2,noun
ghost,A1,noun
giant,B1,adjective
gift,A1,noun
gifted,B1,adjective
giggle,B1,noun
ginger,B1,noun
giraffe,B1,noun
girl,A1,noun
girlfriend,A1,noun
give,A1,verb
giveaway,B2,noun
given,A2,adjective
glacis,B2,noun
glad,A1,adjective
glamorous/glamourous,B2,adjective
glance,B1,noun
glance,B1,verb
glare,B2,noun
glass,A1,noun
glasses,A1,noun
gleam,B2,noun
glee,B2,noun
glide,B1,noun
glimpse,B1,noun
glint,B1,noun
global,B1,adjective
global warming,B2,noun
globally,B2,adverb
globe,A2,noun
glocal,B2,adjective
gloomy,B2,adjective
glorify,B2,verb
glorious,B1,adjective
glory,B1,noun
glove,A2,noun
glow,B2,noun
go,B1,noun
go,A1,verb
goal,A1,noun
goalkeeper,B1,noun
goat,B2,noun
god,B2,noun
goddess,B1,noun
godly,B2,adjective
gold,A1,adjective
gold,A2,noun
golden,A2,adjective
golf,A2,noun
golfer,B1,noun
good,A1,adjective
good,B2,noun
good afternoon,A1,interjection
good morning,A1,interjection
good night,A1,interjection
good-looking,A2,adjective
goodness,B1,interjection
goods,B1,noun
goodwill,B2,noun
gook,B2,noun
gorge,B2,noun
gorgeous,B1,adjective
gorilla,B1,noun
gossip,B1,noun
gossip,B2,verb
govern,B1,verb
government,A2,noun
governmental,B2,adjective
governor,B1,noun
gown,B1,noun
grab,B1,verb
grace,A2,noun
graceful,B1,adjective
gracefulness,B2,noun
grade,A1,noun
grade,B2,verb
gradual,B2,adjective
gradually,A2,adverb
graduate,B1,noun
graduate,A2,verb
graduation,B1,noun
grain,B2,noun
gram/gramme,A2,noun
grammar,A1,noun
grand,B2,adjective
grandchild,A2,noun
granddad,A2,noun
granddaughter,A2,noun
grandfather,A1,noun
grandma,A1,noun
grandmother,A1,noun
grandpa,A1,noun
grandparent,A1,noun
grandson,A2,noun
granny,A2,noun
grant,B1,noun
grant,B1,verb
grape,A1,noun
graph,B1,noun
graphic,B1,adjective
graphically,B2,adverb
graphics,B1,noun
grasp,B2,noun
grass,A1,noun
grateful,A2,adjective
gratitude,B1,noun
grave,B1,noun
gravestone,B2,noun
gravitation,B2,noun
gravy,B1,noun
gray/grey,A1,adjective
gray/grey,A1,noun
great,A1,adjective
greatly,A2,adverb
greatness,B2,noun
greedy,A2,adjective
green,A1,adjective
green,A2,noun
greenhouse,B1,noun
greet,A1,verb
greeting,B1,noun
grief,B2,noun
grieve,B2,verb
grill,B1,noun
grill,B1,verb
grilled,A2,adjective
grim,B2,adjective
grin,B2,noun
grip,B2,noun
grip,B2,verb
grocery store,A2,noun
groom,B1,noun
gross,B2,adjective
ground,A1,noun
ground floor,B1,noun
group,A1,noun
group,B1,verb
grouping,B1,noun
grow,A1,verb
growing,B2,adjective
grown-up,B2,adjective
grown-up,B2,noun
growth,B1,noun
guarantee,B1,noun
guarantee,B2,verb
guard,A2,noun
guard,B2,verb
guerrilla,B2,noun
guess,B1,noun
guess,A1,verb
guest,A1,noun
guidance,B1,noun
guide,B1,noun
guide,B1,verb
guidebook,A2,noun
guideline,B2,noun
guilt,B1,noun
guilty,B1,adjective
guitar,A1,noun
guitarist,B1,noun
gulp,B2,noun
gum,B2,noun
gun,A2,noun
gunshot,B2,noun
guts,B2,noun
guy,A1,noun
gym,B1,noun
gymnastic,B2,adjective
gymnastics,B1,noun
habit,A1,noun
habitant,B2,noun
habitat,B1,noun
had,A1,have-verb
hail,B2,verb
hair,A1,noun
haircut,A1,noun
hairdresser,B1,noun
hairdryer,B1,noun
hairy,B2,adjective
half,B1,adverb
half,A2,determiner
half,A1,noun
half,A2,pronoun
half-price,A2,adjective
half-price,A2,adverb
hall,A1,noun
ham,A2,noun
hamburger,A1,noun
hammer,B1,noun
hammer,B2,verb
hand,A1,noun
hand,A2,verb
handbag,A2,noun
handball,B1,noun
hand-held,B1,adjective
handicap,B2,noun
handicapped,A2,adjective
handicraft,B2,noun
handkerchief,B1,noun
handle,A2,noun
handle,B1,verb
handout,B2,noun
handrail,B2,noun
handshake,B1,noun
handsome,A1,adjective
handwriting,B1,noun
handy,B1,adjective
hang,B2,noun
hang,B1,verb
hanging,B1,adjective
happen,A1,verb
happily,A2,adverb
happiness,A2,noun
happy,A1,adjective
harbor/harbour,B1,noun
hard,A1,adjective
hard,A1,adverb
hard drive,B2,noun
hardly,A2,adverb
hardship,B1,noun
hardware,B2,noun
hard-working,B1,adjective
harm,B2,noun
harm,A2,verb
harmful,A2,adjective
harmless,B2,adjective
harmony,A2,noun
harness,B1,noun
harrow,B2,noun
harvest,A2,noun
has,A1,have-verb
haste,B2,noun
hastily,B2,adverb
hasty,B1,adjective
hat,A1,noun
hatch,B1,noun
hatching,B2,noun
hate,B1,noun
hate,A2,verb
hatred,B1,noun
haunt,B1,noun
haunt,B2,verb
haunting,B2,adjective
have,A1,have-verb
have to,A1,modal auxiliary
haven,B1,noun
having,A1,have-verb
hay,B2,noun
hazard,B1,noun
hazardous,B2,adjective
he,A1,pronoun
head,A1,noun
head,A2,verb
headache,A1,noun
headline,B1,noun
headphone,A2,noun
headquarters,B2,noun
headteacher,A2,noun
heal,B1,verb
healing,B1,adjective
health,A1,noun
health care,B2,noun
healthy,A1,adjective
heap,B2,noun
heap,B2,verb
hear,A1,verb
hearing,B1,noun
heart,A1,noun
heart attack,B1,noun
heartbreaking,B2,adjective
hearted,B1,adjective
heartwarming/heart-warming,B2,adjective
hearty,B1,adjective
heat,A2,noun
heat,B1,verb
heater,B1,noun
heating,A2,noun
heaven,B1,noun
heavenly,B1,adjective
heavily,A2,adverb
heavy,A1,adjective
hedge,B2,noun
heel,B1,noun
height,B1,noun
helicopter,B2,noun
hell,B2,noun
hello,A1,noun
helmet,B1,noun
help,A2,noun
help,A1,verb
helper,B2,noun
helpful,A2,adjective
helpless,B1,adjective
hemp,B2,noun
her,A1,determiner
her,A1,pronoun
herb,B2,noun
herd,B1,noun
here,A1,adverb
heritage,B2,noun
hero,A2,noun
hers,A1,pronoun
herself,A2,pronoun
hesitate,B1,verb
hesitation,B2,noun
hey,A2,interjection
hi,A1,interjection
hidden,B1,adjective
hide,A1,verb
high,A1,adjective
high,A2,adverb
high school,A2,noun
highlight,B2,noun
highlight,B1,verb
highly,B1,adverb
high-tech/hi-tech,B2,adjective
highway,A2,noun
hijack,B2,noun
hijack,B2,verb
hike,A2,noun
hiking,A2,noun
hilarious,B2,adjective
hill,A1,noun
him,A1,pronoun
himself,A2,pronoun
hint,B2,noun
hip,B1,noun
hip hop/hip-hop/hiphop,A2,noun
hire,B1,verb
his,A1,determiner
his,A1,pronoun
historian,B1,noun
historic,B1,adjective
historical,B1,adjective
history,A1,noun
hit,B1,noun
hit,A2,verb
hiv,B1,noun
hobby,A1,noun
hockey,A2,noun
hold,A1,noun
hold,A2,verb
holder,B2,noun
hole,A1,noun
holiday,A1,noun
hollow,B2,adjective
holocaust,B2,noun
holy,B1,adjective
home,A2,adverb
home,A1,noun
homeless,B1,adjective
hometown,A1,noun
homeward,B2,adjective
homework,A1,noun
hone,B2,noun
honest,B1,adjective
honestly,B1,adverb
honesty,B1,noun
honey,A2,noun
honeymoon,B1,noun
honor/honour,A2,noun
honor/honour,B2,verb
honorable/honourable,B2,adjective
hood,B2,noun
hook,B2,noun
hook,B2,verb
hop,B1,noun
hope,A1,noun
hope,B1,verb
hopeful,B1,adjective
hopefully,B1,adverb
hopeless,B1,adjective
horizon,B1,noun
horn,B1,noun
horrible,B1,adjective
horrify,B1,verb
horror,A2,noun
horse,A1,noun
hospice,B2,noun
hospitable,B2,adjective
hospital,A1,noun
hospitality,B2,noun
hospitalize/hospitalise,B2,verb
host,A2,noun
hostel,B1,noun
hot,A1,adjective
hotel,A1,noun
hour,A1,noun
hourly,B2,adjective
house,A1,noun
household,B1,noun
housekeeper,B2,noun
housemaster,B2,noun
housewife,B2,noun
housework,B1,noun
hover,B2,verb
how,A1,adverb
however,A2,adverb
hug,B2,noun
hug,A2,verb
huge,B1,adjective
hugely,B2,adverb
human,A2,adjective
human,B1,noun
human rights,B2,noun
humane,B2,adjective
humanist,B2,noun
humanity,B1,noun
humanize/humanise,B2,verb
humble,B2,adjective
humbug,B2,noun
humid,B1,adjective
humiliate,B2,verb
humiliating,B2,adjective
humiliation,B2,noun
humor/humour,B1,noun
humorous,B1,adjective
hundred,A2,number
hunger,B1,noun
hungry,A1,adjective
hunt,B1,noun
hunt,B1,verb
hunter,A2,noun
hunting,B2,noun
hurriedly,B1,adverb
hurry,A1,noun
hurry,A2,verb
hurt,B1,adjective
hurt,A1,verb
husband,A1,noun
hush,B2,verb
hut,B1,noun
hybrid,B2,adjective
hygiene,B2,noun
hyperbole,B2,noun
hyphen,B2,noun
i,A1,pronoun
ice,A1,noun
ice cream,A1,noun
ice hockey,B1,noun
ice skating,B1,noun
iceman,B2,noun
icon,B2,noun
icy,B2,adjective
id,A2,noun
id card,A2,noun
idea,A1,noun
ideal,A1,adjective
ideally,B2,adverb
identical,B2,adjective
identification,B2,noun
identify,B2,verb
identity,B1,noun
identity card,B1,noun
ideology,B2,noun
idiom,B1,noun
idiot,B2,noun
idle,B2,adjective
idol,B1,noun
idolize/idolise,B2,verb
if,A1,conjunction
ignorance,B2,noun
ignorant,B2,adjective
ignore,B1,verb
ill,A2,adjective
illegal,A2,adjective
illegally,B1,adverb
illness,B1,noun
illuminate,B1,verb
illustrate,B2,verb
illustration,B2,noun
image,A2,noun
imagery,B2,noun
imaginary,B1,adjective
imagination,A2,noun
imagine,A1,verb
imitate,B1,verb
imitation,B2,noun
immediate,B1,adjective
immediately,B1,adverb
immerse,B2,verb
immigrant,B2,noun
immigrate,B1,verb
immigration,B1,noun
immoral,B2,adjective
immortal,B2,adjective
immortality,B2,noun
impact,A2,noun
impair,B1,verb
impartial,B2,adjective
impatient,A2,adjective
impatiently,B2,adverb
imperative,B2,noun
impermanent,B2,adjective
implement,B2,noun
implement,B2,verb
implication,B2,noun
imply,B2,verb
impolite,B2,adjective
impolitely,B2,adverb
import,B2,verb
importance,A2,noun
important,A1,adjective
importantly,A2,adverb
impose,B2,verb
impossibility,B2,noun
impossible,A2,adjective
impractical,B2,adjective
impress,A2,verb
impressed,B2,adjective
impression,B1,noun
impressionism,B2,noun
impressionist,B2,noun
impressive,B1,adjective
imprison,B2,verb
imprisonment,B2,noun
improbable,B2,adjective
improper,B1,adjective
improperly,B2,adverb
improve,A2,verb
improved,B2,adjective
improvement,B1,noun
impulse,B2,noun
impulsive,B2,adjective
in,A2,adverb
in,A1,preposition
inaccurate,B2,adjective
inadequate,B2,adjective
inanimate,B2,adjective
inborn,B2,adjective
incense,B2,noun
incentive,B2,noun
inch,A2,noun
inch,B2,verb
incident,B1,noun
include,A2,verb
including,B1,preposition
income,B1,noun
inconvenient,B1,adjective
incorrect,B1,adjective
increase,B1,noun
increase,A2,verb
increasingly,B1,adverb
incredible,B1,adjective
incredibly,B1,adverb
incur,B2,verb
incurable,B2,adjective
indebted,B2,adjective
indeed,A2,adverb
indefinite article,B1,noun
indent,B2,verb
independence,A2,noun
independent,B1,adjective
independently,B2,adverb
indescribable,B2,adjective
index,B2,noun
indicate,A2,verb
indifferent,B2,adjective
indignity,B2,noun
indirect,B1,adjective
indirectly,B1,adverb
indispensable,B2,adjective
individual,B1,adjective
individual,B2,noun
indoor,A2,adjective
indoors,B1,adverb
indulge,B2,verb
indulgent,B2,adjective
industrial,B1,adjective
industrialize/industrialise,B2,verb
industry,B1,noun
ineffective,B2,adjective
inert,B2,adjective
inevitable,B1,adjective
inexpensive,A2,adjective
inexperienced,B2,adjective
infant,B2,noun
infect,B2,verb
infected,B2,adjective
infection,B1,noun
infectious,B2,adjective
infer,B2,verb
inference,B2,noun
infinitive,B1,noun
inflammation,B2,noun
inflammatory,B2,adjective
inflate,B2,verb
inflation,B2,noun
influence,A2,noun
influence,B2,verb
influential,B2,adjective
influenza,B2,noun
inform,B1,verb
informal,B2,adjective
information,A1,noun
informative,B1,adjective
infringe,B2,verb
infringement,B2,noun
ingredient,B1,noun
inhabit,B2,verb
inhabitant,B1,noun
inhale,B1,verb
inherit,B2,verb
initial,B2,adjective
initial,B1,noun
initially,B1,adverb
initiative,B2,noun
inject,B1,verb
injection,B2,noun
injure,A2,verb
injured,B2,adjective
injury,B1,noun
ink,B1,noun
innate,B2,adjective
inner,A2,adjective
innermost,B1,adjective
innocent,B1,adjective
innocently,B2,adverb
innovation,B2,noun
innovative,B2,adjective
innovator,B1,noun
input,B2,noun
inquire/enquire,B2,verb
inquiry/enquiry,B1,noun
insane,B1,adjective
inscribe,B1,verb
inscription,B1,noun
insect,A2,noun
inseparable,B2,adjective
inside,B2,adjective
inside,A2,adverb
inside,B2,noun
inside,A1,preposition
insight,B1,noun
insist,B1,verb
inspect,B2,verb
inspection,B1,noun
inspector,B2,noun
inspiration,A2,noun
inspirational,B2,adjective
inspire,B1,verb
install/instal,B1,verb
instance,B1,noun
instant,A2,adjective
instantly,B2,adverb
instead,A2,adverb
instead of,B1,preposition
instill/instil,B2,verb
instinct,B2,noun
institute,B1,noun
institution,B2,noun
instruct,B2,verb
instruction,B1,noun
instructor,B1,noun
instrument,A2,noun
insufficient,B2,adjective
insult,B2,noun
insult,B2,verb
insurance,B1,noun
integrate,B2,verb
intellectual,B2,adjective
intellectual,B2,noun
intelligence,A2,noun
intelligent,A2,adjective
intend,B1,verb
intense,B1,adjective
intensive,B1,adjective
intent,B2,adjective
intention,B1,noun
intentionally,B1,adverb
interact,B1,verb
interaction,B1,noun
interactive,B2,adjective
interest,A2,noun
interest,B1,verb
interested,A1,adjective
interesting,A1,adjective
interfere,B2,verb
interior,B2,noun
intermediate,B1,adjective
intermission,B1,noun
internal,B1,adjective
international,A2,adjective
internationally,B1,adverb
internet/internet,A1,noun
interpersonal,B2,adjective
interpret,B2,verb
interpretation,B2,noun
interpreter,B2,noun
interrupt,B1,verb
interruption,B2,noun
intersection,B2,noun
interval,B1,noun
interview,A1,noun
interview,B1,verb
interviewee,B1,noun
interviewer,A1,noun
intimate,B2,adjective
into,A1,preposition
intransitive,B2,adjective
intravenous,B2,adjective
introduce,A1,verb
introduction,B1,noun
intrude,B2,verb
intruder,B2,noun
intrusion,B2,noun
invade,A2,verb
invariable,B2,adjective
invariably,B2,adverb
invasion,B1,noun
invent,A2,verb
invention,A2,noun
inventor,B2,noun
inverted commas,B2,noun
invest,B1,verb
investigate,B2,verb
investigation,B1,noun
investigator,B2,noun
investment,B2,noun
investor,B2,noun
invisible,B2,adjective
invitation,B1,noun
invite,A2,verb
invitingly,B2,adverb
invoke,B2,verb
involuntarily,B1,adverb
involve,B1,verb
involved,B1,adjective
involvement,B2,noun
iron,B1,noun
iron,B1,verb
ironically,B2,adverb
ironing,B1,noun
irrational,B2,adjective
irregular,B1,adjective
irresistible,B2,adjective
irresistibly,B2,adverb
irresponsible,B2,adjective
irritate,B1,verb
irritated,B2,adjective
irritating,B2,adjective
irritation,B2,noun
is,A1,be-verb
island,A1,noun
islander,B2,noun
isle,B1,noun
isolation,B1,noun
issue,A2,noun
issue,B2,verb
it,A2,noun
it,A1,pronoun
italicize/italicise,B2,verb
itch,B2,verb
item,A1,noun
its,A1,determiner
its,A1,pronoun
itself,A2,pronoun
ivory,B1,noun
jacket,A1,noun
jade,B1,noun
jail/gaol,B1,noun
jam,A2,noun
jam,B2,verb
january,A1,noun
jar,B1,noun
jaw,B2,noun
jazz,B1,noun
jealous,B1,adjective
jealously,B2,adverb
jeans,A1,noun
jelly,A2,noun
jeopardize/jeopardise,B2,verb
jet,A1,noun
jewel,B1,noun
jeweler/jeweller,B2,noun
jewelry/jewellery,A1,noun
job,A1,noun
jog,B2,noun
jog,B1,verb
jogging,B1,noun
join,A1,verb
joint,B1,adjective
joint,B2,noun
joke,A2,noun
joke,B1,verb
journal,B1,noun
journalism,B2,noun
journalist,B1,noun
journey,A2,noun
joy,A2,noun
judge,B1,noun
judge,A1,verb
judgment/judgement,B1,noun
judo,B2,noun
jug,B1,noun
juice,A1,noun
juicy,B1,adjective
july,A1,noun
jump,B2,noun
jump,A1,verb
jumper,B1,noun
june,A1,noun
jungle,B1,noun
junior,A2,adjective
junk,A2,noun
junk food,B2,noun
juror,B2,noun
jury,B2,noun
just,A1,adverb
justice,B1,noun
justify,B2,verb
kangaroo,B2,noun
karaoke,B2,noun
keen,B2,adjective
keep,A1,verb
keeper,B2,noun
kerosene,B2,noun
kettle,B1,noun
key,A1,adjective
key,A1,noun
keyboard,B1,noun
keystroke,B2,noun
kick,A1,noun
kick,A1,verb
kid,A1,noun
kid,B1,verb
kill,A1,verb
killer,A2,noun
killing,B1,noun
kilo,A2,noun
kilogram/kilogramme,A2,noun
kilometer/kilometre,A2,noun
kind,A2,adjective
kind,A1,noun
kindly,A2,adjective
kindly,B1,adverb
kindness,B1,noun
king,A1,noun
kingdom,A2,noun
kiss,A1,noun
kiss,B1,verb
kit,A2,noun
kitchen,A1,noun
kite,A1,noun
kitten,B1,noun
knee,A1,noun
kneel,B2,verb
knife,A1,noun
knit,B1,verb
knock,A2,noun
knock,B1,verb
knot,B2,noun
know,A1,verb
knowingly,B2,adverb
knowledge,A2,noun
known,B2,adjective
lab,B1,noun
label,B2,noun
labor/labour,A2,noun
laboratory,B1,noun
laborer/labourer,B2,noun
lack,A2,noun
lack,B2,verb
ladder,B1,noun
lady,A1,noun
lake,A2,noun
lamb,B1,noun
lame,B2,adjective
lamp,A2,noun
lance,B2,noun
land,B1,noun
land,A2,verb
landing,B2,noun
landlady,B2,noun
landlord,B1,noun
landscape,A2,noun
landslide,B2,noun
lane,A2,noun
language,A1,noun
lap,B2,noun
laptop,B2,noun
large,A1,adjective
largely,B1,adverb
lark,B2,noun
laser,B2,noun
last,B1,adverb
last,A2,determiner
last,A2,pronoun
last,B1,verb
last minute,B2,noun
last name,A1,noun
lasting,B1,adjective
lastly,B2,adverb
last-minute,B2,adjective
late,A1,adjective
late,A1,adverb
latecomer,B1,noun
lately,B1,adverb
later,B2,adjective
later,A1,adverb
latest,A2,adjective
latter,B2,adjective
latter,A2,adverb
latter,A2,pronoun
laugh,B1,noun
laugh,A1,verb
laughter,B1,noun
launch,B1,verb
laundry,B2,noun
lava,B2,noun
law,A2,noun
lawful,B1,adjective
lawmaker,B2,noun
lawn,B2,noun
lawsuit,B2,noun
lawyer,A2,noun
lay,B1,verb
layabout,B2,noun
layer,B1,noun
laziness,A2,noun
lazy,A1,adjective
lead,B1,adjective
lead,A2,noun
lead,B1,verb
leader,A1,noun
leadership,B1,noun
leading,B1,adjective
leaf,A1,noun
leaflet,B2,noun
league,B1,noun
leak,B2,noun
leak,B2,verb
lean,B1,adjective
lean,B2,verb
leap,B2,noun
leap,B1,verb
learn,A1,verb
learner,A2,noun
learning,B2,noun
lease,B2,noun
leash,B2,noun
least,B1,adverb
least,A2,determiner
least,B2,pronoun
leather,A2,noun
leave,B1,noun
leave,A1,verb
lecture,B1,noun
lecturer,B2,noun
leek,B2,noun
left,A1,adjective
left,A2,adverb
left,A2,noun
left-hand,A2,adjective
leg,A1,noun
legal,B1,adjective
legally,B1,adverb
legend,B2,noun
legendary,B2,adjective
legislate,B2,verb
legislation,B2,noun
legislative,B2,adjective
legislator,B2,noun
legislature,B2,noun
legitimate,B2,adjective
leisure,A2,noun
leisurely,B2,adverb
lemon,A2,noun
lemonade,A2,noun
lend,A2,verb
length,B1,noun
lengthen,B2,verb
lengthy,B2,adjective
leopard,B2,noun
less,A2,adverb
less,A2,determiner
less,A2,pronoun
lessen,B1,verb
lesson,A1,noun
lest,B2,conjunction
let,A1,verb
letter,A1,noun
lettuce,B1,noun
level,B1,adjective
level,A2,noun
level,B2,verb
liar,B1,noun
liberal,B2,adjective
liberate,B1,verb
liberation,B1,noun
liberty,A2,noun
librarian,B1,noun
library,A1,noun
license/licence,A2,verb
lick,B2,verb
lid,B2,noun
lie,B1,noun
lie,A2,verb
life,A1,noun
lifeguard,B1,noun
lifeless,B2,adjective
lifelong,B1,adjective
lifestyle,A2,noun
lifetime,B2,noun
lift,B1,noun
lift,B1,verb
light,A1,adjective
light,A1,noun
light,B1,verb
lighten,B2,verb
lighter,B1,noun
lighting,B2,noun
lightly,B1,adverb
lightning,B1,noun
like,B1,conjunction
like,A1,preposition
like,A1,verb
likely,A2,adjective
likeness,B1,noun
likewise,B2,adverb
lily,A1,noun
limb,B2,noun
limit,B1,noun
limit,B1,verb
limitation,B1,noun
limited,B1,adjective
limp,B1,verb
line,A1,noun
line,B2,verb
linen,B2,noun
liner,B2,noun
ling,B2,noun
linger,B2,verb
link,B1,noun
link,B1,verb
lion,A1,noun
lip,A2,noun
liquid,B1,adjective
liquid,B1,noun
list,A1,noun
list,B2,verb
listen,A1,verb
listener,B2,noun
liter/litre,A2,noun
literal,B2,adjective
literally,B2,adverb
literary,B1,adjective
literature,B1,noun
litter,B2,noun
little,A1,adjective
little,A1,adverb
little,B1,determiner
little,B1,pronoun
live,B1,adjective
live,A1,verb
lively,A2,adjective
liver,B1,noun
living,A1,adjective
living,B2,noun
living room,A1,noun
load,A2,noun
load,B2,verb
loaf,B1,noun
loan,B2,noun
lobby,B2,noun
local,A2,adjective
locate,B1,verb
location,B1,noun
lock,A2,noun
lock,B1,verb
lodge,B1,noun
log,B1,noun
logic,B1,noun
logical,A2,adjective
logo,B1,noun
loneliness,B2,noun
lonely,A1,adjective
long,A1,adjective
long,A2,adverb
long-distance,B2,adjective
long-term,B2,adjective
look,A1,noun
look,A1,verb
loose,A2,adjective
loosely,B2,adverb
lorry,B1,noun
lose,A2,verb
loss,B1,noun
lost,A2,adjective
lot,A1,adverb
lot,A2,noun
lot,A1,pronoun
lottery,B1,noun
loud,B1,adjective
loud,B1,adverb
loudly,A2,adverb
loudspeaker,B1,noun
lousy,B2,adjective
love,A1,noun
love,A1,verb
lovely,A1,adjective
lover,A2,noun
lovingly,B1,adverb
low,A2,adjective
low,A2,adverb
lower,B2,verb
lowland,B2,noun
loyal,B1,adjective
loyalty,B1,noun
luck,A1,noun
luckily,A2,adverb
lucky,A1,adjective
lucrative,B2,adjective
luggage,B1,noun
lunch,A1,noun
lunchtime,A2,noun
lung,B1,noun
lush,B2,adjective
luxurious,B2,adjective
luxury,B2,adjective
luxury,B1,noun
lyric,A2,adjective
lyrics,B2,noun
'm,A1,be-verb
machine,A1,noun
mad,A2,adjective
madam,B2,noun
madame,B2,noun
madness,B2,noun
maestro,B2,noun
magazine,A1,noun
magic,A2,adjective
magic,A2,noun
magical,B1,adjective
magician,B1,noun
magnificent,B1,adjective
magnify,B2,verb
mail,A1,noun
mail,B1,verb
mailbox,B1,noun
main,B1,adjective
main course,A2,noun
mainly,A2,adverb
maintain,B1,verb
maintenance,B1,noun
major,A2,adjective
major,B2,noun
majority,B1,noun
make,B2,noun
make,A1,verb
maker,A2,noun
make-up,A2,noun
malady,B2,noun
malaria,B2,noun
male,B1,adjective
male,A2,noun
mall,A2,noun
mama/mamma,B2,noun
man,A1,noun
manage,A2,verb
management,B1,noun
manager,A2,noun
mango,B2,noun
manipulate,B2,verb
mankind,B1,noun
manner,A2,noun
mansion,B2,noun
manual,B2,adjective
manual,B2,noun
manufacture,B2,noun
manufacture,B2,verb
manufacturer,B2,noun
manufacturing,B2,noun
many,A1,determiner
many,A1,pronoun
map,A1,noun
maple,B1,noun
marathon,B2,noun
marble,B1,noun
march,A1,noun
march,B1,noun
march,B1,verb
margin,B2,noun
marine,B1,adjective
mark,A2,noun
mark,A2,verb
marked,B1,adjective
market,A2,noun
market,B1,verb
marketing,B2,noun
marriage,B1,noun
married,A2,adjective
marry,A2,verb
martial art,B2,noun
marvelous/marvellous,A2,adjective
mash,B1,verb
mask,B2,noun
mass,B1,adjective
mass,B2,noun
massacre,B2,noun
massage,B2,noun
masseur,B2,noun
massive,B1,adjective
master,B2,noun
masterpiece,B2,noun
mastery,B2,noun
match,A1,noun
match,B1,verb
mate,B2,noun
material,A2,noun
math/maths,A1,noun
mathematical,B2,adjective
mathematician,B1,noun
mathematics,B1,noun
matter,A1,noun
matter,A2,verb
mature,B2,adjective
mausoleum,B2,noun
max,A2,noun
maximum,B1,adjective
maximum,B1,noun
may,A1,modal auxiliary
may,A1,noun
maybe,A1,adverb
mayor,B1,noun
me,A1,pronoun
meal,A1,noun
mean,A2,adjective
mean,B2,noun
mean,A1,verb
meaning,A2,noun
meaningful,B1,adjective
means,B2,noun
meanwhile,B1,adverb
measure,B1,noun
measure,B1,verb
measurement,B1,noun
meat,A1,noun
mechanic,B1,noun
mechanical,B1,adjective
mechanize/mechanise,B2,verb
medal,A2,noun
media,B2,noun
medical,A2,adjective
medication,B2,noun
medicine,A1,noun
medieval/mediaeval,B2,adjective
mediocre,B2,adjective
meditate,B1,verb
meditation,B1,noun
mediterranean,B1,noun
medium,B1,adjective
medium,B1,noun
meet,A1,verb
meeting,A1,noun
melody,B2,noun
melon,A2,noun
melt,B1,verb
member,A2,noun
membership,B1,noun
memorable,B1,adjective
memorial,B2,noun
memorize/memorise,B1,verb
memory,A1,noun
mend,B1,verb
mental,B1,adjective
mentally,B1,adverb
mention,A2,noun
mention,B1,verb
mentor,B2,noun
menu,A2,noun
merchandise,B2,noun
merchant,B1,noun
mercy,B2,noun
mere,B1,adjective
merely,B1,adverb
merge,B2,verb
merger,B2,noun
merry,A1,adjective
mess,B1,noun
mess,B2,verb
message,A1,noun
message board,B1,noun
messenger,B2,noun
messy,B1,adjective
metal,A2,noun
metaphor,B2,noun
